wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,bfb,bfb,bfb;ge,bfb,bfb,bfb,bfb,bfb;ge,bfb,bfb,bfb,bfb,wr,wr
wr,wr,bfb,npb,npb,bfb,bfb,bfb,bfb,bfb,bfb,npb,npb,bfb,wr,wr
wr,wr,bfb,bfb,bfb,bfb;ge,bfb,bfb,bfb,bfb,bfb;ge,bfb,bfb,bfb,wr,wr
wr,wr,bfb,bfb,bfb,bfb,bfb,npb,npb,bfb,bfb,bfb,bfb;mi,bfb,wr,wr
wr,wr,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,wr,wr
wr,wr,bfb,npb,npb,bfb;ge,bfb,bfb,bfb,bfb,bfb,npb,npb,bfb,wr,wr
wr,wr,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
od,hd,ld,od,2,2
