wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,wr,wr
wr,wr,bfb,bsb;spt;wme,bfb,bfb,bfb,bfb,bsb;spt;re,bfb,bsb;spt;wme,bfb,bfb,bfb,wr,wr
wr,wr,bfb,bfb,bfb,bfb,bsb;spt;mgw,bfb,bsb;spt;ke,bfb,bfb,bfb,bsb;spt;ke,bfb,wr,wr
wr,wr,bfb,bsb;spt;ci1,bfb,bfb,bfb,bsb;spt;mgw,bfb,bfb,bsb;spt;re,bfb,bsb;spt;ke,bfb,wr,wr
wr,wr,bsb;spt;ke,bfb,bsb;spt;wme,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,bfb,wr,wr
wr,wr,bfb,bsb;spt;ke,bfb,bsb;spt;ke,bfb,bfb,bfb,bfb,bfb,bsb;spt;mgw,bfb,bsb;spt;hi,wr,wr
wr,wr,bsb;spt;ki;spt;pkse,bfb,bsb;spt;gre,bfb,bfb,bsb;spt;re,bsb;spt;gre,bfb,bfb,bsb;spt;hi,bfb,bfb,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr,wr
3;13
nd,ld,nd,od
2;5,7.5;8,13;5,7.5;2
0
none
