wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,bugb,bugb,bugb,bugb,wbbf;spt;past,wbbf;spt;past,bugb,bugb,bugb,bugb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf;fb,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf;fb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,wbbf,wbbf,wbbf,wbbf,wbbf,ra;wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf;fb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf;fb,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf,wbbf;fb,wbbf;fb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,bugb,bugb,bugb,bugb,bugb,wbbf,wbbf,bugb,bugb,bugb,bugb,bugb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb
wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb,wbbf;fb
3;15
nd,nd,nd,cd
2;5,7.5;8,13;5,7.5;2
0
tpi,prse,sm
