wbb,wbb,wbb,lb;spt;tu,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb
wbb,wbb,wbb,lb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb
wbb,wbb,wbb,lb,wbb,wbb,wbb,lvb,lvb,lvb,lvb,lvb,lvb,lvb,wbb,wbb
wbb,wbb,wbb,lb,wbb,wbb,wbb,lvb,lvb,lvb,lvb,lvb,lvb,lvb,wbb,wbb
wbb,wbb,wbb,lb;ke,wbb,wbb,wbb,,bowi,,ke,,,,wbb,wbb
wbb,wbb,wbb,lb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,lb,wbb;ke,wbb,wbb,wbb
wbb,wbb,lvb,lb,lvb,lvb,lvb,ke;lvb,lvb,lvb,lvb,lb,lvb,lvb,wbb,wbb
wbb,wbb,,lb,,,,,,,,lb,,,wbb,wbb
wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb
wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb
wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb,wbb
1;1
nd,nd,nd,nd
3;1,3;1,3;1,3;1
1
